seed	co-occurence	time span	freq	total token timespan
strupen	12	not-available	4	14484352
oster	tvoj	not-available	22	14484352
duh	razširiti	not-available	17	14484352
duh	vlažnost	not-available	6	14484352
duhati	nebesa	not-available	10	14484352
duh	kaj	not-available	48	14484352
duh	storiti	not-available	22	14484352
oster	jezus	not-available	9	14484352
oster	spraviti	not-available	4	14484352
dišeč	dolg	not-available	5	14484352
dišeč	hranjen	not-available	4	14484352
oster	štrafinga	not-available	7	14484352
duh	slovenski	not-available	31	14484352
duh	mora	not-available	67	14484352
duh	zveličar	not-available	8	14484352
prijeten	kompanija	not-available	8	14484352
prijeten	breza	not-available	50	14484352
prijeten	hudoben	not-available	5	14484352
dišeč	po	not-available	69	14484352
dišeč	rosen	not-available	5	14484352
dišeč	trava	not-available	7	14484352
dišati	zato	not-available	26	14484352
oster	konjski	not-available	8	14484352
oster	gnoj	not-available	6	14484352
dišati	velik	not-available	5	14484352
dišati	meso	not-available	27	14484352
dišati	tudi	not-available	58	14484352
oster	prepovedan	not-available	68	14484352
duh	okoli	not-available	9	14484352
oster	pa	not-available	208	14484352
oster	njegov	not-available	84	14484352
oster	pomagača	not-available	6	14484352
duhati	delati	not-available	11	14484352
duhati	kak	not-available	35	14484352
duh	najbolj	not-available	3	14484352
duh	živ	not-available	45	14484352
duh	star	not-available	34	14484352
duh	moč	not-available	43	14484352
duh	dobiti	not-available	7	14484352
oster	oče	not-available	27	14484352
duh	na	not-available	171	14484352
smrad	nesnažnost	not-available	6	14484352
smrad	velik	not-available	23	14484352
smrad	nesnaga	not-available	17	14484352
zadišati	jaz	not-available	4	14484352
zadišati	jesti	not-available	123	14484352
zadišati	tak	not-available	16	14484352
duh	prinašati	not-available	11	14484352
strupen	hoteti	not-available	7	14484352
strupen	echter	not-available	5	14484352
oster	očetovski	not-available	10	14484352
oster	pravica	not-available	8	14484352
strupen	človek	not-available	16	14484352
strupen	bežati	not-available	4	14484352
oster	ruski	not-available	4	14484352
oster	zaslužiti	not-available	18	14484352
smrad	pritisk	not-available	6	14484352
vzduh	potrtost	not-available	4	14484352
vzduh	na	not-available	26	14484352
vzduh	obraz	not-available	9	14484352
umazan	živet	not-available	6	14484352
umazan	tudi	not-available	51	14484352
umazan	ne	not-available	33	14484352
umazan	jesti	not-available	447	14484352
oster	znamenje	not-available	6	14484352
oster	občutek	not-available	9	14484352
oster	upreti	not-available	26	14484352
duh	god	not-available	6	14484352
duh	obrniti	not-available	6	14484352
duh	nazaj	not-available	4	14484352
dišati	ponedeljek	not-available	4	14484352
duh	rahel	not-available	6	14484352
duh	pozemeljski	not-available	6	14484352
smrad	klop	not-available	4	14484352
ogaben	mlečen	not-available	8	14484352
ogaben	koža	not-available	6	14484352
ogaben	jesti	not-available	16	14484352
ogaben	ves	not-available	3	14484352
vonj	hlad	not-available	10	14484352
vonj	in	not-available	208	14484352
vohati	kakor	not-available	13	14484352
vohati	zver	not-available	4	14484352
umazan	sam	not-available	17	14484352
strupen	enoličen	not-available	8	14484352
strupen	dež	not-available	7	14484352
strupen	vdov	not-available	4	14484352
smrad	pa	not-available	21	14484352
prijeten	das	not-available	14	14484352
